Trial,Motor,Response,Timestamp,PID,Device Type
27,3,3,Sat Mar 22 2025 20:59:41 GMT-0700 (Pacific Daylight Time),947,overear
28,4,5,Sat Mar 22 2025 20:59:44 GMT-0700 (Pacific Daylight Time),947,overear
29,1,1,Sat Mar 22 2025 20:59:47 GMT-0700 (Pacific Daylight Time),947,overear
30,1,0,Sat Mar 22 2025 20:59:51 GMT-0700 (Pacific Daylight Time),947,overear
31,1,1,Sat Mar 22 2025 20:59:54 GMT-0700 (Pacific Daylight Time),947,overear
32,2,2,Sat Mar 22 2025 20:59:57 GMT-0700 (Pacific Daylight Time),947,overear
33,5,5,Sat Mar 22 2025 21:00:02 GMT-0700 (Pacific Daylight Time),947,overear
34,0,0,Sat Mar 22 2025 21:00:05 GMT-0700 (Pacific Daylight Time),947,overear
35,2,2,Sat Mar 22 2025 21:00:08 GMT-0700 (Pacific Daylight Time),947,overear
36,2,2,Sat Mar 22 2025 21:00:11 GMT-0700 (Pacific Daylight Time),947,overear
37,2,2,Sat Mar 22 2025 21:00:15 GMT-0700 (Pacific Daylight Time),947,overear
38,0,1,Sat Mar 22 2025 21:00:18 GMT-0700 (Pacific Daylight Time),947,overear
39,4,5,Sat Mar 22 2025 21:00:21 GMT-0700 (Pacific Daylight Time),947,overear
40,1,0,Sat Mar 22 2025 21:00:24 GMT-0700 (Pacific Daylight Time),947,overear
41,5,5,Sat Mar 22 2025 21:00:28 GMT-0700 (Pacific Daylight Time),947,overear
42,1,1,Sat Mar 22 2025 21:00:32 GMT-0700 (Pacific Daylight Time),947,overear
43,2,2,Sat Mar 22 2025 21:00:36 GMT-0700 (Pacific Daylight Time),947,overear
44,3,3,Sat Mar 22 2025 21:00:40 GMT-0700 (Pacific Daylight Time),947,overear
45,4,4,Sat Mar 22 2025 21:00:43 GMT-0700 (Pacific Daylight Time),947,overear
46,3,4,Sat Mar 22 2025 21:00:46 GMT-0700 (Pacific Daylight Time),947,overear
47,5,5,Sat Mar 22 2025 21:00:50 GMT-0700 (Pacific Daylight Time),947,overear
48,4,5,Sat Mar 22 2025 21:00:53 GMT-0700 (Pacific Daylight Time),947,overear
49,3,3,Sat Mar 22 2025 21:00:56 GMT-0700 (Pacific Daylight Time),947,overear
50,2,2,Sat Mar 22 2025 21:00:59 GMT-0700 (Pacific Daylight Time),947,overear
51,2,1,Sat Mar 22 2025 21:01:02 GMT-0700 (Pacific Daylight Time),947,overear
52,4,4,Sat Mar 22 2025 21:01:06 GMT-0700 (Pacific Daylight Time),947,overear
53,5,5,Sat Mar 22 2025 21:01:09 GMT-0700 (Pacific Daylight Time),947,overear
54,5,5,Sat Mar 22 2025 21:01:12 GMT-0700 (Pacific Daylight Time),947,overear
55,5,5,Sat Mar 22 2025 21:01:15 GMT-0700 (Pacific Daylight Time),947,overear
56,3,4,Sat Mar 22 2025 21:01:18 GMT-0700 (Pacific Daylight Time),947,overear
57,5,5,Sat Mar 22 2025 21:01:22 GMT-0700 (Pacific Daylight Time),947,overear
58,1,1,Sat Mar 22 2025 21:01:27 GMT-0700 (Pacific Daylight Time),947,overear
59,0,0,Sat Mar 22 2025 21:01:30 GMT-0700 (Pacific Daylight Time),947,overear
60,4,5,Sat Mar 22 2025 21:01:33 GMT-0700 (Pacific Daylight Time),947,overear
